Session,Borough,Swimming Pool,Class Type,StartTime,Total Registration,Total Attendance,ClassName
,B,Metropolitan Pool & Recreation Center,,04/29/2024 04:00:00 PM,31,28,Holiday Learn to Swim Metropolitan Class C
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,03/23/2024 02:00:00 PM,12,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Saturdays, 10am"
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,06/08/2024 04:45:00 PM,11,4,"Flushing Meadows Aquatics Center - Parent and Tot Learn to Swim (Saturdays, 12:45pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,05/17/2023 10:00:00 PM,10,10,"Learn to Swim: Children Beginner Level 1 - Wednesdays, 6pm"
,M,Constance Baker Motley Recreation Center,Level 2,01/21/2023 02:30:00 PM,12,11,Constance Baker Motley Saturday Children Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/20/2024 06:00:00 PM,7,6,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Tuesdays
,M,Asser Levy Recreation Center,Adult,05/27/2023 04:15:00 PM,29,9,Asser Levy Learn to Swim: Adults
,Q,Roy Wilkins Recreation Center,,05/24/2024 07:15:00 PM,12,2,Roy Wilkins Senior Learn To Swim - Friday (Advanced)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,05/01/2023 08:00:00 PM,8,5,"Learn to Swim: Children Intermediate Level 3 - Mondays, 4pm"
,B,St. John's Recreation Center,,11/06/2023 09:00:00 PM,15,9,St. John's Learn to Swim: Children
,,Offsite Locations,,04/23/2024 03:00:00 PM,31,17,Holiday Learn to Swim Curtis High School Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,12/07/2023 09:00:00 PM,4,2,Learn to Swim: Children ADV. Swimmer Level 5 - Thursdays 4pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,04/19/2023 10:00:00 PM,10,8,"Learn to Swim: Children Beginner Level 1 - Wednesdays, 6pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/27/2024 12:00:00 AM,15,10,"Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Mondays, 7pm"
,B,Metropolitan Pool & Recreation Center,Level 2,10/28/2023 02:00:00 PM,34,20,Metropolitan Learn to Swim: Children Level 2
,Q,Roy Wilkins Recreation Center,,01/31/2024 09:00:00 PM,18,9,Roy Wilkins Learn To Swim: Children - Wednesday
,B,St. John's Recreation Center,Level 1,01/20/2024 04:30:00 PM,19,12,St. Johns Saturday Children Learn to Swim Level 1
,Q,Roy Wilkins Recreation Center,Adult,03/09/2024 06:00:00 PM,22,12,Roy Wilkins Learn to Swim: Adults - Saturday
,M,Chelsea Recreation Center,Adult,11/19/2022 05:15:00 PM,26,11,Chelsea Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,04/26/2023 08:00:00 PM,4,4,"Learn to Swim: Children Swimmer Level 4 - Wednesdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/09/2024 06:00:00 PM,15,4,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Fridays
,M,Asser Levy Recreation Center,,04/24/2023 08:00:00 PM,31,27,Asser Levy Learn to Swim: Children - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,11/08/2023 09:00:00 PM,6,5,"Learn to Swim: Children Intermediate Level 3 - Wednesdays, 4pm"
,B,Metropolitan Pool & Recreation Center,,11/20/2023 09:00:00 PM,32,22,Metropolitan Learn to Swim: Children
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,11/25/2023 03:00:00 PM,11,4,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 (Saturdays,10am)"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,10/24/2023 11:00:00 PM,2,2,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Tuesdays, 7pm"
3,,Hamilton Fish Pool,Level 2,08/09/2024 03:00:00 PM,,18,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class A)
,Q,Roy Wilkins Recreation Center,Seniors,06/22/2023 01:00:00 PM,30,19,Roy Wilkins' Learn To Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/30/2023 02:00:00 PM,10,7,"Flushing Meadows Aquatics Center-Children's Learn to Swim Level 2 (Saturdays, 10am)"
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,05/10/2023 03:00:00 PM,13,4,Learn to Swim: Parent and Tiny Tots Wednesdays
2,R,Lyons Pool,Level 2A,08/04/2023 05:00:00 PM,49,28,Session II Children Learn to Swim Lyons Pool Level 2A
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,08/06/2024 09:00:00 PM,26,13,FMAC: Children's Learn to Swim (Level 3)
,B,Metropolitan Pool & Recreation Center,,02/08/2023 09:00:00 PM,28,24,Metropolitan Learn to Swim: Children - Wednesdays - ADMIN ONLY
,B,St. John's Recreation Center,Seniors,02/02/2023 02:00:00 PM,27,20,St. Johns Learn to Swim: Seniors
1,Q,Liberty Pool,Tot,07/18/2023 03:00:00 PM,10,5,Session I Tots Learn to Swim Liberty Pool Class A
,M,Constance Baker Motley Recreation Center,Adult,06/01/2024 04:00:00 PM,22,3,Constance Baker Motley Learn to Swim: Adults - Saturday
3,B,Red Hook Pool,Level 1,08/14/2024 06:00:00 PM,64,28,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,11/09/2024 05:45:00 PM,12,5,FMAC: Parent and Tots Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,03/06/2024 09:00:00 PM,1,2,Learn to Swim: Children ADV. Swimmer Level 5 - Wednesdays 4pm
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/07/2024 06:00:00 PM,14,6,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Wednesday
,B,St. John's Recreation Center,,04/29/2024 03:00:00 PM,30,23,Holiday Learn to Swim St. John's Class A
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,05/21/2024 05:00:00 PM,11,3,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Tuesdays
,B,Metropolitan Pool & Recreation Center,,05/17/2023 08:00:00 PM,36,22,Metropolitan Learn to Swim: Children - Wednesdays
,X,Crotona Pool,Tot,07/17/2023 04:00:00 PM,20,9,Session l Tots Learn to Swim Crotona Pool Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,06/17/2024 05:00:00 PM,16,2,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,03/23/2024 06:00:00 PM,15,11,"Learn to Swim: Children Swimmer Level 4 - Saturdays, 2pm"
,B,Red Hook Pool,Level 1A,07/20/2023 05:00:00 PM,48,17,Session l Children Learn to Swim Red Hook Pool Level 1A
,M,Asser Levy Recreation Center,Adult,06/10/2023 04:15:00 PM,32,6,Asser Levy Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,05/03/2023 10:00:00 PM,10,9,"Learn to Swim: Children Beginner Level 1 - Wednesdays, 6pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,08/15/2023 08:00:00 PM,5,4,"Learn to Swim: Children Swimmer Level 4 - Tuesdays, 4pm"
2,,Astoria Pool,Tot,07/25/2024 04:00:00 PM,26,11,Session 2: Astoria Pool - Tots Learn to Swim (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 6,08/08/2024 09:00:00 PM,10,7,FMAC: Children's Learn to Swim (Level 6)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 6,10/24/2024 08:00:00 PM,20,10,FMAC: Children's Learn to Swim (Level 6)
,M,Gertrude Ederle Recreation Center,,10/24/2023 08:00:00 PM,21,14,Gertrude Ederle Learn to Swim: Children - Tuesdays
,Q,Roy Wilkins Recreation Center,,05/08/2024 08:00:00 PM,33,11,Roy Wilkins SQPA Learn to Swim: Children - Wednesday
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/11/2024 06:00:00 PM,22,16,FMAC: Adult Learn to Swim (Level 1)
,B,St. John's Recreation Center,Tot,01/15/2022 04:45:00 PM,11,5,St. John's Learn to Swim: Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,02/24/2024 05:00:00 PM,15,8,"Learn to Swim: Parent and Tiny Tots - (Saturdays, 12pm)"
,B,Metropolitan Pool & Recreation Center,Adult,05/20/2023 04:30:00 PM,31,11,Metropolitan Learn to Swim: Adult - Saturday
,X,Crotona Pool,Tot,07/10/2023 04:00:00 PM,20,7,Session l Tots Learn to Swim Crotona Pool Class B
,M,Asser Levy Recreation Center,,04/13/2023 04:00:00 PM,31,15,Holiday Learn to Swim Asser Levy Class A
,B,Metropolitan Pool & Recreation Center,Level 1,06/24/2023 03:00:00 PM,30,10,Metropolitan Saturday Children Learn to Swim Level 1
,Q,Roy Wilkins Recreation Center,,06/18/2024 08:00:00 PM,26,1,Roy Wilkins Learn To Swim: Children - Tuesday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,02/10/2024 02:00:00 PM,8,7,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Saturdays, 9am"
,B,Metropolitan Pool & Recreation Center,,05/01/2024 08:00:00 PM,57,55,Metropolitan Children Learn to Swim: Wednesdays
,X,St. Mary's Recreation Center,Level 2,03/19/2022 02:30:00 PM,3,4,St. Mary's Learn to Swim: Children Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,08/30/2024 04:00:00 PM,5,3,FMAC: Adult Learn to Swim (Level 3)
3,R,Lyons Pool,Level 1,08/19/2024 06:00:00 PM,52,36,Session 3: Lyons Pool - Children's Learn to Swim Level 1 (Class B)
,M,Asser Levy Recreation Center,Adult,05/25/2022 05:00:00 PM,18,14,Adult Learn To Swim
,B,St. John's Recreation Center,,03/27/2023 08:00:00 PM,15,5,St. John's Learn to Swim: Children - Mondays
,B,St. John's Recreation Center,,05/01/2024 08:00:00 PM,31,1,St. John's Learn to Swim: Children - Wednesdays
,Q,Fisher Pool,Level 2B,07/17/2023 04:00:00 PM,16,13,Session l Children Learn to Swim Fisher Pool Level 2B
,B,Metropolitan Pool & Recreation Center,Level 1,03/23/2024 03:00:00 PM,33,11,Metropolitan Learn to Swim: Children Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,07/29/2023 06:00:00 PM,3,2,Learn to Swim: Children ADV. Swimmer Level 5 Saturdays 2pm
,M,Gertrude Ederle Recreation Center,,04/29/2024 03:00:00 PM,30,25,Holiday Learn to Swim Gertrude Ederle Class A
,Q,Roy Wilkins Recreation Center,,10/26/2023 08:00:00 PM,26,13,Roy Wilkins' Learn To Swim: Children - Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,01/09/2024 09:00:00 PM,7,3,"Learn to Swim: Children Swimmer Level 4 - Tuesdays, 4pm"
,M,Chelsea Recreation Center,Adult,09/08/2022 03:00:00 PM,34,14,Adult Learn to Swim
,Q,Roy Wilkins Recreation Center,,02/19/2024 05:00:00 PM,11,6,Holiday Learn to Swim Roy WIlkins Class C
,M,Chelsea Recreation Center,Adult,06/16/2022 03:00:00 PM,13,14,Adult Learn To Swim
,M,Gertrude Ederle Recreation Center,Level 1,12/02/2023 03:30:00 PM,17,7,Gertrude Ederle Saturday Learn to Swim Level 1
,M,Asser Levy Recreation Center,Seniors,01/18/2024 07:30:00 PM,7,5,Asser Levy Learn to Swim: Seniors
,M,Chelsea Recreation Center,Adult,08/30/2022 03:00:00 PM,27,6,Adult Learn to Swim
,Q,Roy Wilkins Recreation Center,Tot,04/30/2022 05:30:00 PM,10,10,Roy Wilkins Learn to Swim: Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,09/14/2023 05:00:00 PM,5,5,Flushing Meadows Aquatics Center- Senior Learn to Swim Level 1 Thursdays  1pm
2,R,Lyons Pool,Level 2A,07/24/2023 05:00:00 PM,49,37,Session II Children Learn to Swim Lyons Pool Level 2A
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,11/16/2024 02:00:00 PM,15,6,FMAC: Children's Learn to Swim (Level 2)
2,B,Red Hook Pool,Level 1,07/24/2024 05:00:00 PM,,28,Session 2: Red Hook Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,05/31/2024 05:00:00 PM,12,7,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Fridays
,Q,Roy Wilkins Recreation Center,Level 1,07/22/2024 07:30:00 PM,30,6,Roy Wilkins Recreation Center: Children's Learn To Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,,02/21/2024 03:00:00 PM,31,16,Holiday Learn to Swim Flushing Meadows Pool Class A
,M,Gertrude Ederle Recreation Center,Adult,12/03/2022 05:15:00 PM,24,9,Gertrude Ederle Learn to Swim: Adults
,M,Wagner College,Level 2,05/06/2023 09:45:00 PM,18,9,Wagner College Saturday Children Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,09/30/2023 04:45:00 PM,11,8,"Flushing Meadows Aquatics Center - Parent and Tiny Tot Learn to Swim (Saturdays, 12:45pm)"
,B,St. John's Recreation Center,Level 1,02/10/2024 04:30:00 PM,19,6,St. Johns Saturday Children Learn to Swim Level 1
,Q,Roy Wilkins Recreation Center,Adult,05/20/2023 05:15:00 PM,30,9,Roy Wilkins Learn to Swim: Adults - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,02/06/2024 09:00:00 PM,27,22,"Learn to Swim: Children Intermediate Level 3 - Tuesdays, 4pm"
3,X,Crotona Pool,Level 1,08/21/2024 05:00:00 PM,,15,Session 3: Crotona Pool - Children's Learn to Swim Level 1 (Class A)
,M,Asser Levy Recreation Center,Adult,11/26/2022 05:15:00 PM,30,2,Asser Levy Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,02/15/2024 09:00:00 PM,7,3,"Learn to Swim: Children Intermediate Level 4 - Thursdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,10/24/2023 08:00:00 PM,11,5,"Learn to Swim: Children Level 4 - Tuesdays, 4pm"
,M,Chelsea Recreation Center,Adult,12/03/2022 05:15:00 PM,22,7,Chelsea Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,11/21/2024 11:00:00 PM,7,6,FMAC: Children's Learn to Swim (Level 2)
,M,Chelsea Recreation Center,,12/06/2023 09:00:00 PM,19,9,Chelsea Learn to Swim: Children - Wednesdays
,B,Metropolitan Pool & Recreation Center,Tot,05/14/2022 04:00:00 PM,23,18,Metropolitan Learn to Swim: Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,12/08/2023 06:00:00 PM,3,1,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Fridays
,B,Metropolitan Pool & Recreation Center,Level 2,06/17/2023 02:00:00 PM,35,8,Metropolitan Saturday Children Learn to Swim Level 2
2,B,Red Hook Pool,Level 1,07/26/2024 06:00:00 PM,,26,Session 2: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,10/12/2023 10:00:00 PM,16,16,"Learn to Swim: Children, Water Test Level 2, Thursdays, 6pm"
1,X,Crotona Pool,Level 2A,07/18/2023 03:00:00 PM,21,6,Session I Children Learn to Swim Crotona Pool Level 2A
2,Q,Fisher Pool,Level 2,07/26/2024 03:00:00 PM,,17,Session 2: Fisher Pool - Children's Learn to Swim Level 2 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,06/17/2024 08:00:00 PM,6,4,Flushing Meadows Aquatic Center Children Learn to Swim: ADV. Swimmer Level 5 - Mondays 4pm
,M,Gertrude Ederle Recreation Center,Seniors,10/27/2022 06:30:00 PM,3,3,Gertrude Ederle Learn to Swim: Seniors
,M,Gertrude Ederle Recreation Center,Seniors,02/15/2024 06:00:00 PM,10,6,Gertrude Ederle Learn to Swim: Seniors - Thursday
,B,St. John's Recreation Center,Tot,02/12/2022 04:45:00 PM,11,4,St. John's Learn to Swim: Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,01/16/2024 11:00:00 PM,15,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Tuesdays, 6pm"
,M,Constance Baker Motley Recreation Center,Tot,12/10/2022 04:30:00 PM,20,4,Constance Baker Motley Learn to Swim: Tots - Saturdays
1,X,Crotona Pool,Level 1,07/09/2024 05:00:00 PM,46,17,Session 1: Crotona Pool - Children's Learn to Swim Level 1 (Class A)
,M,Constance Baker Motley Recreation Center,Level 1,04/01/2023 02:30:00 PM,25,17,Constance Baker Motley Saturday Children Learn to Swim Level 1
,B,St. John's Recreation Center,Level 2,02/03/2024 03:30:00 PM,20,5,St. John's Learn to Swim: Children Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,07/18/2024 09:00:00 PM,29,10,FMAC: Children's Learn to Swim (Level 3)
,Q,Roy Wilkins Recreation Center,Level 2,08/22/2023 04:00:00 PM,30,13,Roy Wilkins Recreation Center - Children's Learn to Swim Level 2 (Tuesdays)
1,R,Lyons Pool,Level 1,07/16/2024 01:00:00 PM,4,3,Session 1: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 6,08/01/2023 08:00:00 PM,6,5,"Learn to Swim: Children Skill Proficiency Level 6- Tuesdays, 4pm"
3,B,Red Hook Pool,Level 1,08/23/2024 06:00:00 PM,,24,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,B,Metropolitan Pool & Recreation Center,Level 1,12/04/2021 03:30:00 PM,17,6,Level 1 Children's Learn to Swim - Saturday
,B,St. John's Recreation Center,Adult,05/28/2022 04:30:00 PM,16,9,St. John's Adults Learn to Swim
1,R,Lyons Pool,Level 1,07/18/2024 05:00:00 PM,4,4,Session 1: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
,M,Asser Levy Recreation Center,Tot,01/21/2023 04:30:00 PM,15,8,Asser Levy Learn to Swim: Tots - Saturdays - ADMIN ONLY
,M,Gertrude Ederle Recreation Center,,04/14/2023 04:00:00 PM,29,8,Holiday Learn to Swim Gertrude Ederle Class B
1,,Astoria Pool,Level 1,07/17/2024 01:00:00 PM,,9,Session 1: Astoria Pool - Children's Learn to Swim Level 1 (Class A)
,M,Chelsea Recreation Center,Level 2,11/19/2022 02:30:00 PM,15,11,Chelsea Saturday Children Learn to Swim Level 2
,B,Metropolitan Pool & Recreation Center,,05/31/2023 08:00:00 PM,36,21,Metropolitan Learn to Swim: Children - Wednesdays
,Q,Roy Wilkins Recreation Center,Adult,10/21/2023 05:00:00 PM,22,11,Roy Wilkins Learn to Swim: Adults - Saturdays
,M,Chelsea Recreation Center,Adult,10/30/2024 06:30:00 PM,40,25,Chelsea: Adult Learn to Swim (Level 1A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,08/26/2024 09:00:00 PM,11,8,FMAC: Children's Learn to Swim (Level 5)
2,Q,Fisher Pool,Level 2,07/24/2024 04:00:00 PM,18,17,Session 2: Fisher Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,02/07/2024 10:00:00 PM,14,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Wednesdays, 5pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,06/13/2024 08:00:00 PM,17,9,Flushing Meadows Aquatic Center Children Learn to Swim:  Swimmer Level 4 - Thursdays 4pm
3,X,Crotona Pool,Level 1,08/10/2023 06:00:00 PM,48,13,Session 3: Crotona Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,05/30/2023 10:00:00 PM,10,9,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 6pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,02/05/2024 09:00:00 PM,3,1,Learn to Swim: Children ADV. Swimmer Level 5 - Mondays 4pm
,M,Constance Baker Motley Recreation Center,Adult,05/04/2024 04:00:00 PM,22,15,Constance Baker Motley Learn to Swim: Adults - Saturday
3,X,Crotona Pool,Level 1,08/18/2023 05:00:00 PM,48,14,Session 3: Crotona Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Roy Wilkins Recreation Center,Level 1,07/23/2024 04:00:00 PM,33,10,Roy Wilkins Recreation Center: Children's Learn to Swim (Level 1)
1,B,Red Hook Pool,Level 1,07/15/2024 01:00:00 PM,,24,Session 1: Red Hook Pool - Children's Learn to Swim  Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,01/27/2024 07:00:00 PM,6,4,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 3 - Saturdays, 2pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/30/2023 03:00:00 PM,11,8,"Flushing Meadows Aquatics Center - Children's Learn to Swim Level 2 (Saturdays, 11am)"
,M,Chelsea Recreation Center,Level 2,12/09/2023 02:30:00 PM,10,10,Chelsea Saturday Children Learn to Swim Level 2
,B,St. John's Recreation Center,Seniors,01/25/2024 02:00:00 PM,37,31,St. John's Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/20/2023 04:00:00 PM,8,2,Learn to Swim: Senior ADV. Beginner Level 2 - Tuesdays
,M,Gertrude Ederle Recreation Center,Level 2,07/12/2023 04:00:00 PM,30,9,Gertrude Ederle Recreation Center - Children's Learn to Swim Level 2 (Wednesdays)
,M,Constance Baker Motley Recreation Center,,01/12/2023 09:00:00 PM,17,3,Constance Baker Motely Learn to Swim: Children - Thursdays - ADMIN ONLY
,M,Asser Levy Recreation Center,,02/23/2024 05:00:00 PM,18,15,Holiday Learn to Swim Asser Levy Class B
,B,Metropolitan Pool & Recreation Center,,12/04/2023 09:00:00 PM,33,21,Metropolitan Learn to Swim: Children
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,10/28/2024 08:00:00 PM,14,11,FMAC: Children's Learn to Swim (Level 4)
2,,Hamilton Fish Pool,Level 1A,08/04/2023 05:00:00 PM,48,26,Session II Children Learn to Swim Hamilton Fish Pool Level 1A
,B,St. John's Recreation Center,Tot,12/10/2022 05:30:00 PM,,1,St. John's Learn to Swim: Tots - Saturdays
,M,Constance Baker Motley Recreation Center,Seniors,03/07/2024 07:30:00 PM,8,2,Constance Baker Motley Learn to Swim: Seniors Level 1 Thursdays
,B,Metropolitan Pool & Recreation Center,,03/04/2024 09:00:00 PM,37,20,Metropolitan Learn to Swim: Children
2,,Astoria Pool,Level 1,07/26/2024 06:00:00 PM,55,24,Session 2: Astoria Pool - Children's Learn to Swim Level 1 (Class B)
,M,Gertrude Ederle Recreation Center,,01/19/2023 09:00:00 PM,13,1,Gertrude Ederle Learn to Swim: Children - Thursdays - ADMIN ONLY
,Q,Roy Wilkins Recreation Center,Tot,01/15/2022 05:55:00 PM,6,4,Roy Wilkins Learn to Swim: Tots
